BW    336 #MHz
FRES  1 #MHz
NFRB 10000 #Number of FRBs
DIAM 12
NBEAMS 36
BEAM lat50_log #prefix of beam file
THRESH 4.4 #Jy ms to a 1 ms burst, very basic. Likely higher
SNRTHRESH 9 # signal-to-noise threshold: scales jy ms to snr
KEY ID 		DM   DMG DMEG	Z       SNR     w
FRB 486   305.2  35    220.2  0.234    39.3    1.0
FRB 487   262.4  35    177.4  0.116    14.2    1.0
FRB 488   764.5  35    679.5  0.069    12.8    2.0
FRB 489   940.7  35    855.7  0.313     9.0    3.0
FRB 490   669.1  35    584.1  0.399    12.1    2.0
FRB 491   591.9  35    506.9  0.410    11.4    2.0
FRB 492   788.2  35    703.2  0.143    32.1    3.0
FRB 493   873.9  35    788.9  0.072   147.6    1.0
FRB 494   649.4  35    564.4  0.577     9.1    3.0
FRB 495  1402.0  35   1317.0  0.082    30.6    1.0
FRB 496   589.4  35    504.4  0.463    10.8    3.0
FRB 497   796.9  35    711.9  0.415    13.1    3.0
FRB 498   233.9  35    148.9  0.010    13.6    4.0
FRB 499   425.5  35    340.5  0.251     9.5    1.0
FRB 500   506.8  35    421.8  0.661    12.7    1.0
FRB 501   450.7  35    365.7  0.301    13.2    3.0
FRB 502   377.8  35    292.8  0.146    23.4    4.0
FRB 503   293.1  35    208.1  0.198    74.8    1.0
FRB 504   297.6  35    212.6  0.088    21.7    1.0
FRB 505   395.9  35    310.9  0.361     9.9    1.0
FRB 506   284.5  35    199.5  0.348    27.1    2.0
FRB 507   352.1  35    267.1  0.201    26.3    1.0
FRB 508   200.9  35    115.9  0.090   141.9    1.0
FRB 509   558.9  35    473.9  0.647    14.0    2.0
FRB 510   437.1  35    352.1  0.359    14.6    2.0
FRB 511   658.1  35    573.1  0.174    10.0    3.0
FRB 512   720.3  35    635.3  0.350    11.1    3.0
FRB 513   442.7  35    357.7  0.240    10.9    3.0
FRB 514   527.3  35    442.3  0.154    20.8    3.0
FRB 515   873.2  35    788.2  0.369    11.3    3.0
FRB 516   396.5  35    311.5  0.335    34.6    2.0
FRB 517   426.7  35    341.7  0.405    11.6    2.0
FRB 518   876.5  35    791.5  0.381     9.9    4.0
FRB 519   539.7  35    454.7  0.061    20.7    2.0
FRB 520   761.5  35    676.5  0.486     9.8    3.0
FRB 521   358.4  35    273.4  0.237    22.1    2.0
FRB 522   374.9  35    289.9  0.309    10.1    1.0
FRB 523   294.6  35    209.6  0.133    16.9    3.0
FRB 524   574.2  35    489.2  0.232    14.1    2.0
FRB 525   139.5  35     54.5  0.020    11.1    2.0
FRB 526   457.1  35    372.1  0.420     9.7    3.0
FRB 527   481.0  35    396.0  0.325    10.1    2.0
FRB 528   357.2  35    272.2  0.116    49.0    1.0
FRB 529   203.5  35    118.5  0.153    50.7    4.0
FRB 530   533.7  35    448.7  0.343    19.8    2.0
FRB 531   287.1  35    202.1  0.271    13.4    2.0
FRB 532   207.3  35    122.3  0.040    14.4    4.0
FRB 533   802.6  35    717.6  0.203    18.0    1.0
FRB 534   272.3  35    187.3  0.153   173.4    1.0
FRB 535   330.3  35    245.3  0.092    69.0    3.0
FRB 536   316.6  35    231.6  0.212    19.8    2.0
FRB 537   378.4  35    293.4  0.363    10.1    2.0
FRB 538   209.6  35    124.6  0.095   132.0    5.0
FRB 539   278.8  35    193.8  0.288    41.5    2.0
FRB 540   604.6  35    519.6  0.101    13.0    4.0
FRB 541  1577.1  35   1492.1  0.091    15.3    4.0
FRB 542   586.0  35    501.0  0.476    10.8    2.0
FRB 543  1640.5  35   1555.5  0.103     9.5    0.0
FRB 544   493.8  35    408.8  0.548    22.1    0.0
FRB 545   454.3  35    369.3  0.331    17.0    2.0
FRB 546   687.4  35    602.4  0.138    24.5    5.0
FRB 547   261.7  35    176.7  0.230    17.9    2.0
FRB 548   681.7  35    596.7  0.129    26.7    3.0
FRB 549   419.6  35    334.6  0.130    35.2    2.0
FRB 550   291.4  35    206.4  0.172   109.9    3.0
FRB 551   207.6  35    122.6  0.067    43.0    2.0
FRB 552   288.4  35    203.4  0.197    22.3    3.0
FRB 553   256.7  35    171.7  0.236    11.6    3.0
FRB 554   893.3  35    808.3  0.626    19.8    3.0
FRB 555   130.7  35     45.7  0.004    10.3    0.0
FRB 556   504.9  35    419.9  0.305    10.3    3.0
FRB 557   322.7  35    237.7  0.097    11.3    4.0
FRB 558   363.5  35    278.5  0.219    71.2    3.0
FRB 559   265.0  35    180.0  0.196    16.3    2.0
FRB 560   301.2  35    216.2  0.026    43.8    5.0
FRB 561   308.0  35    223.0  0.086    25.9    4.0
FRB 562   936.8  35    851.8  0.028    35.0    1.0
FRB 563   174.3  35     89.3  0.093    26.6    3.0
FRB 564   589.3  35    504.3  0.469    10.5    4.0
FRB 565   432.7  35    347.7  0.191    50.0    3.0
FRB 566   825.8  35    740.8  0.580    12.2    2.0
FRB 567   304.8  35    219.8  0.202    14.5    1.0
FRB 568   908.1  35    823.1  0.190    13.6    2.0
FRB 569   178.1  35     93.1  0.117    10.9    3.0
FRB 570   881.5  35    796.5  0.095    40.9    4.0
FRB 571   289.7  35    204.7  0.157    42.7    1.0
FRB 572   474.7  35    389.7  0.177    16.3    3.0
FRB 573   488.1  35    403.1  0.541    14.1    2.0
FRB 574   476.6  35    391.6  0.399    12.4    3.0
FRB 575   287.4  35    202.4  0.189    16.3    2.0
FRB 576  1056.8  35    971.8  0.459    10.2    1.0
FRB 577   566.5  35    481.5  0.208    12.5    5.0
FRB 578   396.7  35    311.7  0.205    63.8    4.0
FRB 579   231.9  35    146.9  0.105    83.1    5.0
FRB 580   224.4  35    139.4  0.138    14.2    1.0
FRB 581   377.7  35    292.7  0.219    16.0    2.0
FRB 582   359.5  35    274.5  0.381    16.3    1.0
FRB 583  1047.9  35    962.9  0.086    13.2    1.0
FRB 584   233.8  35    148.8  0.169    14.5    5.0
FRB 585   539.1  35    454.1  0.203    18.5    1.0
FRB 586   127.8  35     42.8  0.032    38.8    3.0
FRB 587   524.7  35    439.7  0.536    18.9    2.0
FRB 588   323.0  35    238.0  0.199    11.5    3.0
FRB 589   349.4  35    264.4  0.074    10.3    3.0
FRB 590   514.7  35    429.7  0.418    12.5    3.0
FRB 591  1126.8  35   1041.8  0.089     9.9    5.0
FRB 592  1165.8  35   1080.8  0.489    11.5    2.0
FRB 593   301.2  35    216.2  0.088    10.5    3.0
FRB 594   398.0  35    313.0  0.247    12.9    4.0
FRB 595   584.9  35    499.9  0.501    14.5    1.0
FRB 596   144.5  35     59.5  0.008    28.5    0.0
FRB 597   582.1  35    497.1  0.432    15.6    4.0
FRB 598   348.5  35    263.5  0.067    16.4    2.0
FRB 599   414.6  35    329.6  0.353    20.0    3.0
FRB 600   347.7  35    262.7  0.107     9.6    2.0
FRB 601   294.2  35    209.2  0.111    81.6    2.0
FRB 602   332.4  35    247.4  0.234    28.0    1.0
FRB 603   757.0  35    672.0  0.461    10.6    1.0
FRB 604   397.3  35    312.3  0.295    12.5    5.0
FRB 605   342.6  35    257.6  0.039     9.7    4.0
FRB 606   480.1  35    395.1  0.525    17.4    1.0
FRB 607   253.3  35    168.3  0.099    15.5    2.0
FRB 608   260.6  35    175.6  0.062    16.5    3.0
FRB 609   674.3  35    589.3  0.291    13.6    3.0
FRB 610   214.1  35    129.1  0.041    13.0    3.0
FRB 611   457.7  35    372.7  0.278    10.5    4.0
FRB 612   636.1  35    551.1  0.043    12.7    3.0
FRB 613   251.4  35    166.4  0.174     9.2    3.0
FRB 614   371.8  35    286.8  0.023    20.2    2.0
FRB 615   422.8  35    337.8  0.330    10.1    1.0
FRB 616   747.2  35    662.2  0.645    13.9    2.0
FRB 617   570.9  35    485.9  0.362    11.7    2.0
FRB 618   477.0  35    392.0  0.009     9.9    1.0
FRB 619   583.7  35    498.7  0.464     9.1    0.0
FRB 620   667.1  35    582.1  0.493     9.0    3.0
FRB 621   202.0  35    117.0  0.027    10.1    3.0
FRB 622   165.3  35     80.3  0.056    24.5    2.0
FRB 623   566.9  35    481.9  0.465    21.3    2.0
FRB 624   189.4  35    104.4  0.086    14.2    1.0
FRB 625   215.6  35    130.6  0.118    10.9    4.0
FRB 626  1410.8  35   1325.8  0.049    12.6    3.0
FRB 627   191.8  35    106.8  0.124    12.7    1.0
FRB 628   845.8  35    760.8  0.145    20.2    1.0
FRB 629   291.3  35    206.3  0.228    15.7    2.0
FRB 630   517.1  35    432.1  0.363    12.5    0.0
FRB 631   846.1  35    761.1  0.027    42.7    3.0
FRB 632   512.1  35    427.1  0.262    12.6    3.0
FRB 633   347.0  35    262.0  0.112    10.8    3.0
FRB 634   674.4  35    589.4  0.312     9.4    3.0
FRB 635   349.5  35    264.5  0.093    14.9    2.0
FRB 636   354.0  35    269.0  0.094    29.4    0.0
FRB 637   581.7  35    496.7  0.235    10.0    2.0
FRB 638  1002.9  35    917.9  0.252    10.5    2.0
FRB 639   173.1  35     88.1  0.031    13.9    1.0
FRB 640   325.2  35    240.2  0.142     9.9    2.0
FRB 641   320.2  35    235.2  0.198    47.2    3.0
FRB 642   377.9  35    292.9  0.256     9.3    3.0
FRB 643   672.1  35    587.1  0.102    22.4    2.0
FRB 644   324.5  35    239.5  0.334    28.1    3.0
FRB 645  1412.6  35   1327.6  0.257    12.5    3.0
FRB 646   679.3  35    594.3  0.572    11.5    3.0
FRB 647   784.6  35    699.6  0.498     9.6    2.0
FRB 648   378.8  35    293.8  0.038     9.5    3.0
FRB 649   493.8  35    408.8  0.608    26.1    1.0
FRB 650   432.9  35    347.9  0.427    17.5    1.0
FRB 651   310.9  35    225.9  0.255    12.0    3.0
FRB 652   663.8  35    578.8  0.605     9.5    3.0
FRB 653   417.4  35    332.4  0.363    14.4    3.0
FRB 654   312.5  35    227.5  0.180    13.1    1.0
FRB 655   329.4  35    244.4  0.097    19.9    4.0
FRB 656   295.1  35    210.1  0.166    15.7    3.0
FRB 657   706.4  35    621.4  0.071    17.1    2.0
FRB 658   482.9  35    397.9  0.293     9.7    1.0
FRB 659   238.4  35    153.4  0.089    78.7    1.0
FRB 660   222.5  35    137.5  0.165    11.2    2.0
FRB 661   299.4  35    214.4  0.135    13.9    2.0
FRB 662   264.8  35    179.8  0.120    25.2    2.0
FRB 663   527.1  35    442.1  0.551    10.5    1.0
FRB 664   396.0  35    311.0  0.327    21.1    3.0
FRB 665   342.4  35    257.4  0.136    58.9    3.0
FRB 666   594.8  35    509.8  0.358    13.8    3.0
FRB 667   284.2  35    199.2  0.244    92.6    3.0
FRB 668   282.9  35    197.9  0.093    10.7    4.0
FRB 669   294.2  35    209.2  0.167    11.0    1.0
FRB 670   633.9  35    548.9  0.437    12.2    1.0
FRB 671   290.4  35    205.4  0.069    10.0    4.0
FRB 672  2918.0  35   2833.0  0.160    32.7    3.0
FRB 673   523.5  35    438.5  0.107    14.9    3.0
FRB 674   363.6  35    278.6  0.012    19.6    1.0
FRB 675   367.4  35    282.4  0.300    12.6    2.0
FRB 676   453.2  35    368.2  0.457    14.0    3.0
FRB 677   575.2  35    490.2  0.460    14.5    1.0
FRB 678   444.3  35    359.3  0.448    19.1    4.0
FRB 679   201.6  35    116.6  0.006    18.2    3.0
FRB 680   853.1  35    768.1  0.588    10.4    2.0
FRB 681   309.0  35    224.0  0.306   109.2    0.0
FRB 682   532.1  35    447.1  0.695    10.7    1.0
FRB 683   304.8  35    219.8  0.007    19.3    3.0
FRB 684   431.0  35    346.0  0.264    62.6    2.0
FRB 685   342.9  35    257.9  0.223    13.3    1.0
FRB 686   691.1  35    606.1  0.596     9.4    3.0
FRB 687   553.1  35    468.1  0.297    13.0    3.0
FRB 688  1428.0  35   1343.0  0.409    37.0    2.0
FRB 689   256.7  35    171.7  0.242    16.3    3.0
FRB 690   150.1  35     65.1  0.007    10.3    4.0
FRB 691   279.0  35    194.0  0.089    30.2    3.0
FRB 692   157.9  35     72.9  0.022    14.7    3.0
FRB 693   289.4  35    204.4  0.162    15.7    3.0
FRB 694   460.3  35    375.3  0.360    10.8    2.0
FRB 695   516.8  35    431.8  0.139    10.0    4.0
FRB 696   914.1  35    829.1  0.331    19.4    2.0
FRB 697   844.5  35    759.5  0.504    19.3    2.0
FRB 698   295.3  35    210.3  0.043    32.1    2.0
FRB 699   305.9  35    220.9  0.066    12.4    4.0
FRB 700   345.5  35    260.5  0.100     9.9    3.0
FRB 701   460.2  35    375.2  0.040     9.8    4.0
FRB 702   300.9  35    215.9  0.130     9.2    3.0
FRB 703   332.5  35    247.5  0.270    27.8    3.0
FRB 704   327.1  35    242.1  0.164    11.2    2.0
FRB 705   841.0  35    756.0  0.188    11.5    2.0
FRB 706   831.3  35    746.3  0.128    24.3    2.0
FRB 707   206.9  35    121.9  0.048    21.3    4.0
FRB 708   364.0  35    279.0  0.276    10.4    5.0
FRB 709   564.8  35    479.8  0.627    25.8    0.0
FRB 710   364.3  35    279.3  0.093    22.6    2.0
FRB 711   370.4  35    285.4  0.265   122.7    3.0
FRB 712  1026.3  35    941.3  0.166    22.8    5.0
FRB 713   511.7  35    426.7  0.298    21.3    1.0
FRB 714   253.9  35    168.9  0.122    10.1    5.0
FRB 715   414.1  35    329.1  0.223    15.1    2.0
FRB 716   293.4  35    208.4  0.279    15.8    3.0
FRB 717   262.9  35    177.9  0.321    20.3    1.0
FRB 718   420.1  35    335.1  0.238    33.1    4.0
FRB 719   477.6  35    392.6  0.501    11.9    2.0
FRB 720   531.6  35    446.6  0.213    12.0    2.0
FRB 721   756.6  35    671.6  0.344    10.2    3.0
FRB 722   491.5  35    406.5  0.627    13.9    2.0
FRB 723   416.1  35    331.1  0.330    12.9    2.0
FRB 724   532.7  35    447.7  0.122     9.7    5.0
FRB 725   740.7  35    655.7  0.501    12.3    3.0
FRB 726   447.8  35    362.8  0.295    11.4    4.0
FRB 727   349.7  35    264.7  0.195     9.4    0.0
FRB 728   691.0  35    606.0  0.675     9.2    3.0
FRB 729   886.1  35    801.1  0.195    52.7    2.0
FRB 730   328.0  35    243.0  0.053    32.6    2.0
FRB 731   204.8  35    119.8  0.105    21.3    3.0
FRB 732   449.7  35    364.7  0.004   121.0    3.0
FRB 733   698.6  35    613.6  0.313    10.4    4.0
FRB 734   483.3  35    398.3  0.307    15.2    1.0
FRB 735   443.1  35    358.1  0.261    10.2    3.0
FRB 736   323.4  35    238.4  0.308     9.8    3.0
FRB 737   255.6  35    170.6  0.209    22.1    1.0
FRB 738   604.0  35    519.0  0.126    49.4    2.0
FRB 739   528.9  35    443.9  0.566    11.0    3.0
FRB 740   531.7  35    446.7  0.391    91.5    0.0
FRB 741   308.1  35    223.1  0.270    30.4    2.0
FRB 742   527.3  35    442.3  0.333    28.6    2.0
FRB 743   362.5  35    277.5  0.332    13.3    3.0
FRB 744   185.1  35    100.1  0.041    11.1    2.0
FRB 745   345.3  35    260.3  0.149    13.9    2.0
FRB 746   434.5  35    349.5  0.284    19.5    0.0
FRB 747   557.9  35    472.9  0.341    11.5    3.0
FRB 748   296.0  35    211.0  0.032    11.0    2.0
FRB 749   257.3  35    172.3  0.056   167.0    1.0
FRB 750   668.7  35    583.7  0.123    10.9    2.0
FRB 751   380.3  35    295.3  0.003    11.4    3.0
FRB 752   252.5  35    167.5  0.008    30.1    2.0
FRB 753   287.8  35    202.8  0.159    36.4    3.0
FRB 754   448.4  35    363.4  0.056    20.0    3.0
FRB 755   343.2  35    258.2  0.218    35.9    3.0
FRB 756   690.7  35    605.7  0.476    11.0    3.0
FRB 757   619.3  35    534.3  0.492     9.3    3.0
FRB 758   375.0  35    290.0  0.012    15.6    4.0
FRB 759   479.5  35    394.5  0.450    12.2    3.0
FRB 760   597.6  35    512.6  0.645    11.4    1.0
FRB 761   297.0  35    212.0  0.197    79.4    2.0
FRB 762   377.8  35    292.8  0.420    10.5    3.0
FRB 763   613.0  35    528.0  0.416    14.2    3.0
FRB 764   234.5  35    149.5  0.128    12.7    1.0
FRB 765   604.3  35    519.3  0.529    14.0    3.0
FRB 766   424.5  35    339.5  0.280     9.2    2.0
FRB 767   389.4  35    304.4  0.338    14.3    1.0
FRB 768   621.5  35    536.5  0.213    11.9    3.0
FRB 769   347.9  35    262.9  0.250     9.6    3.0
FRB 770   226.6  35    141.6  0.059    21.1    4.0
FRB 771   715.4  35    630.4  0.379    10.0    2.0
FRB 772   286.2  35    201.2  0.079    64.0    4.0
FRB 773   264.0  35    179.0  0.104    10.0    2.0
FRB 774   704.2  35    619.2  0.597    15.5    3.0
FRB 775   433.4  35    348.4  0.250    13.9    3.0
FRB 776   224.8  35    139.8  0.132    10.5    3.0
FRB 777   593.9  35    508.9  0.537    11.7    3.0
FRB 778   222.4  35    137.4  0.200     9.5    2.0
FRB 779   226.4  35    141.4  0.199    10.7    2.0
FRB 780   343.3  35    258.3  0.088    15.4    2.0
FRB 781   516.9  35    431.9  0.169     9.5    3.0
FRB 782  1057.2  35    972.2  0.041    17.7    3.0
FRB 783   387.6  35    302.6  0.065    17.9    3.0
FRB 784   337.7  35    252.7  0.145     9.4    2.0
FRB 785   579.1  35    494.1  0.696    10.2    1.0
FRB 786   246.3  35    161.3  0.165     9.4    2.0
FRB 787   218.2  35    133.2  0.158    14.8    2.0
FRB 788   334.8  35    249.8  0.196    22.4    2.0
FRB 789   228.6  35    143.6  0.032     9.4    3.0
FRB 790   172.7  35     87.7  0.030    10.3    5.0
FRB 791   306.0  35    221.0  0.258    25.7    3.0
FRB 792   380.8  35    295.8  0.326    12.4    2.0
FRB 793   474.6  35    389.6  0.207    11.5    4.0
FRB 794   386.0  35    301.0  0.326     9.1    2.0
FRB 795   340.2  35    255.2  0.304    14.7    3.0
FRB 796   362.7  35    277.7  0.421    20.4    0.0
FRB 797   736.5  35    651.5  0.858    11.2    0.0
FRB 798  2357.8  35   2272.8  0.121    11.2    4.0
FRB 799   277.3  35    192.3  0.211    12.9    2.0
FRB 800   246.3  35    161.3  0.272    13.6    3.0
FRB 801   314.9  35    229.9  0.138    21.6    4.0
FRB 802   328.5  35    243.5  0.396    17.8    2.0
FRB 803   418.8  35    333.8  0.422    39.2    2.0
FRB 804   310.0  35    225.0  0.239    13.4    3.0
FRB 805   140.8  35     55.8  0.001    10.4    4.0
FRB 806   390.1  35    305.1  0.256    10.0    2.0
FRB 807   601.8  35    516.8  0.176    89.9    3.0
FRB 808   204.5  35    119.5  0.106    30.4    2.0
FRB 809   231.3  35    146.3  0.228    19.9    0.0
FRB 810   778.4  35    693.4  0.188    14.0    4.0
FRB 811   561.1  35    476.1  0.541    10.4    2.0
FRB 812   262.2  35    177.2  0.075    11.1    1.0
FRB 813   312.5  35    227.5  0.133    16.0    3.0
FRB 814   778.9  35    693.9  0.460    15.3    0.0
FRB 815   585.4  35    500.4  0.276    25.2    1.0
FRB 816   440.5  35    355.5  0.379     9.6    3.0
FRB 817   327.5  35    242.5  0.373    15.7    2.0
FRB 818   361.7  35    276.7  0.290    10.1    4.0
FRB 819   563.7  35    478.7  0.315    13.2    4.0
FRB 820   340.1  35    255.1  0.095    17.1    3.0
FRB 821   492.9  35    407.9  0.293    12.1    1.0
FRB 822   442.7  35    357.7  0.126    14.3    5.0
FRB 823  1325.6  35   1240.6  0.261    19.9    2.0
FRB 824  1393.1  35   1308.1  0.139    30.9    3.0
FRB 825   202.5  35    117.5  0.085     9.6    2.0
FRB 826   219.8  35    134.8  0.166    14.2    2.0
FRB 827   669.1  35    584.1  0.315    12.7    4.0
FRB 828   349.1  35    264.1  0.072    10.0    2.0
FRB 829   482.6  35    397.6  0.183    84.5    3.0
FRB 830   283.0  35    198.0  0.239    11.3    3.0
FRB 831   219.9  35    134.9  0.031    30.4    4.0
FRB 832   292.6  35    207.6  0.070    10.9    1.0
FRB 833   576.4  35    491.4  0.526     9.5    3.0
FRB 834   441.5  35    356.5  0.251    14.7    2.0
FRB 835   381.9  35    296.9  0.314    10.3    1.0
FRB 836   648.0  35    563.0  0.432    14.1    1.0
FRB 837   384.5  35    299.5  0.319    15.7    3.0
FRB 838   452.3  35    367.3  0.056    14.4    3.0
FRB 839   444.3  35    359.3  0.260    10.7    4.0
FRB 840   656.4  35    571.4  0.358    13.2    1.0
FRB 841   615.2  35    530.2  0.006    10.9    1.0
FRB 842   183.7  35     98.7  0.041   164.0    2.0
FRB 843   205.2  35    120.2  0.022    10.8    3.0
FRB 844   409.2  35    324.2  0.169    10.8    3.0
FRB 845   288.4  35    203.4  0.166   127.2    3.0
FRB 846   303.4  35    218.4  0.269     9.2    1.0
FRB 847   362.0  35    277.0  0.197     9.6    4.0
FRB 848   645.7  35    560.7  0.450    14.7    4.0
FRB 849   440.6  35    355.6  0.040   587.8    2.0
FRB 850   236.4  35    151.4  0.031    22.8    3.0
FRB 851  1276.8  35   1191.8  0.333    12.9    3.0
FRB 852   400.0  35    315.0  0.096    11.3    3.0
FRB 853   634.8  35    549.8  0.433    11.6    2.0
FRB 854   160.0  35     75.0  0.063    10.3    2.0
FRB 855   302.9  35    217.9  0.207     9.6    3.0
FRB 856   345.1  35    260.1  0.239    12.5    1.0
FRB 857   335.3  35    250.3  0.154     9.3    2.0
FRB 858   372.1  35    287.1  0.060    12.2    2.0
FRB 859   256.7  35    171.7  0.069    32.0    4.0
FRB 860   233.6  35    148.6  0.057     9.1    3.0
FRB 861   611.9  35    526.9  0.265    16.8    2.0
FRB 862   368.4  35    283.4  0.068    34.3    1.0
FRB 863   740.4  35    655.4  0.067    13.4    4.0
FRB 864   909.2  35    824.2  0.158    29.5    2.0
FRB 865   282.6  35    197.6  0.283    13.0    2.0
FRB 866   318.2  35    233.2  0.160    62.1    3.0
FRB 867   391.5  35    306.5  0.080    23.6    1.0
FRB 868   736.4  35    651.4  0.293    21.4    3.0
FRB 869   295.0  35    210.0  0.186    19.3    3.0
FRB 870   639.1  35    554.1  0.469     9.7    3.0
FRB 871   220.3  35    135.3  0.057    39.0    3.0
FRB 872   531.9  35    446.9  0.456    10.5    4.0
FRB 873   334.8  35    249.8  0.010    19.6    2.0
FRB 874   543.8  35    458.8  0.384    13.5    3.0
FRB 875   441.2  35    356.2  0.116   135.2    2.0
FRB 876   309.1  35    224.1  0.271    14.9    1.0
FRB 877   461.6  35    376.6  0.063    48.8    2.0
FRB 878   186.1  35    101.1  0.143    10.7    4.0
FRB 879   305.9  35    220.9  0.047    12.2    2.0
FRB 880   865.0  35    780.0  0.315    22.9    3.0
FRB 881   198.8  35    113.8  0.002    17.9    3.0
FRB 882   628.6  35    543.6  0.528    42.4    0.0
FRB 883   177.8  35     92.8  0.108    91.9    2.0
