BW    336 #MHz
FRES  1 #MHz
NFRB 5388 #Number of FRBs
DIAM 12
NBEAMS 36
BEAM lat50_log #prefix of beam file
THRESH 6.844 #Jy ms to a 1 ms burst, very basic. Likely higher
SNRTHRESH 14 # signal-to-noise threshold: scales jy ms to snr
KEY ID 		DM   DMG DMEG	Z       SNR     w
FRB 914   298.6  35    213.6  0.104    58.8    4.0
FRB 915   809.3  35    724.3  0.100    17.5    4.0
FRB 916   616.1  35    531.1  0.413    26.5    4.0
FRB 917   230.0  35    145.0  0.144    14.9    3.0
FRB 919   583.9  35    498.9  0.616    14.7    2.0
FRB 921   483.1  35    398.1  0.518    17.6    3.0
FRB 924   401.5  35    316.5  0.440    20.5    0.0
FRB 926   468.8  35    383.8  0.018    19.0    2.0
FRB 927   189.2  35    104.2  0.040    28.0    4.0
FRB 928   411.0  35    326.0  0.205    38.0    4.0
FRB 929   248.3  35    163.3  0.095    35.9    2.0
FRB 931   546.2  35    461.2  0.527    14.7    0.0
FRB 934   545.5  35    460.5  0.078    18.6    3.0
FRB 936   243.5  35    158.5  0.047    53.2    0.0
FRB 937   154.5  35     69.5  0.085    16.6    3.0
FRB 939   647.6  35    562.6  0.011    30.3    3.0
FRB 940   656.2  35    571.2  0.029   160.8    1.0
FRB 941   158.5  35     73.5  0.023    47.6    3.0
FRB 942   220.3  35    135.3  0.176    22.4    4.0
FRB 944   646.4  35    561.4  0.457    23.9    2.0
FRB 945   275.0  35    190.0  0.185    31.9    2.0
FRB 949   427.8  35    342.8  0.486    15.1    2.0
FRB 951   509.7  35    424.7  0.328    19.0    1.0
FRB 952   375.1  35    290.1  0.426    15.8    2.0
FRB 958   422.1  35    337.1  0.259    30.9    4.0
FRB 959   235.9  35    150.9  0.049    16.5    2.0
FRB 960  1554.1  35   1469.1  0.147    33.0    4.0
FRB 963   329.8  35    244.8  0.237    60.8    2.0
FRB 964   327.0  35    242.0  0.086    68.8    3.0
FRB 966   632.5  35    547.5  0.265    18.9    3.0
FRB 967   304.7  35    219.7  0.017    17.6    2.0
FRB 969   249.3  35    164.3  0.076    42.8    3.0
FRB 970   317.2  35    232.2  0.192    30.4    2.0
FRB 971   490.1  35    405.1  0.294    21.6    2.0
FRB 972   637.5  35    552.5  0.173    34.5    2.0
FRB 973   692.2  35    607.2  0.127    17.2    2.0
FRB 974   495.6  35    410.6  0.266    24.2    1.0
FRB 977   386.6  35    301.6  0.076    18.3    4.0
FRB 978   365.7  35    280.7  0.226    24.8    3.0
FRB 979   801.1  35    716.1  0.236    17.4    3.0
FRB 983   435.8  35    350.8  0.203    18.3    2.0
FRB 984   262.3  35    177.3  0.029    19.3    2.0
FRB 986   448.3  35    363.3  0.123    31.5    2.0
FRB 987   532.6  35    447.6  0.420    18.8    2.0
FRB 989   316.4  35    231.4  0.094    15.4    3.0
FRB 990   412.9  35    327.9  0.153    30.3    3.0
FRB 991   496.4  35    411.4  0.062    67.2    3.0
FRB 993   324.4  35    239.4  0.161    63.7    2.0
FRB 994   245.6  35    160.6  0.125    15.2    4.0
FRB 996   193.6  35    108.6  0.160    23.6    3.0
FRB 998   404.1  35    319.1  0.075    39.4    1.0
FRB 999   188.2  35    103.2  0.005    49.0    3.0
FRB 1001   387.8  35    302.8  0.179   129.0    3.0
FRB 1004   648.4  35    563.4  0.027    30.5    3.0
FRB 1005   158.4  35     73.4  0.030    15.4    3.0
FRB 1006   499.9  35    414.9  0.185    36.2    4.0
FRB 1007   220.7  35    135.7  0.068    15.6    2.0
FRB 1010   302.9  35    217.9  0.149    22.1    2.0
FRB 1013   793.0  35    708.0  0.767    14.7    2.0
FRB 1015   173.1  35     88.1  0.034    16.4    1.0
FRB 1016   338.2  35    253.2  0.129    45.9    2.0
FRB 1017   593.5  35    508.5  0.384    18.4    2.0
FRB 1018   430.2  35    345.2  0.381    57.5    2.0
FRB 1019   334.6  35    249.6  0.099   197.6    1.0
FRB 1020   431.6  35    346.6  0.442    14.1    2.0
FRB 1022   288.4  35    203.4  0.107    50.9    3.0
FRB 1025   333.9  35    248.9  0.341    14.3    1.0
FRB 1029   283.4  35    198.4  0.015    36.4    3.0
FRB 1030   579.8  35    494.8  0.438    17.2    1.0
FRB 1031   372.7  35    287.7  0.342    15.7    1.0
FRB 1034   136.4  35     51.4  0.029    33.9    3.0
FRB 1035   581.9  35    496.9  0.038    21.6    2.0
FRB 1040   494.3  35    409.3  0.085    69.7    4.0
FRB 1041   147.0  35     62.0  0.005    45.8    3.0
FRB 1042   839.7  35    754.7  0.387    15.5    4.0
FRB 1045   443.4  35    358.4  0.392    32.2    3.0
FRB 1046   270.1  35    185.1  0.191    18.1    3.0
FRB 1056   717.8  35    632.8  0.516    17.0    0.0
FRB 1057   660.0  35    575.0  0.157    15.6    4.0
FRB 1058   472.2  35    387.2  0.199    25.6    0.0
FRB 1059   402.3  35    317.3  0.271    36.8    3.0
FRB 1060   561.6  35    476.6  0.112    54.9    5.0
FRB 1061   433.2  35    348.2  0.251    25.5    2.0
FRB 1062   188.4  35    103.4  0.065    15.6    4.0
FRB 1066   627.2  35    542.2  0.705    29.5    1.0
FRB 1069   780.5  35    695.5  0.421    75.5    3.0
FRB 1070   509.1  35    424.1  0.431    15.0    2.0
FRB 1073   904.9  35    819.9  0.266    58.0    4.0
FRB 1075   541.2  35    456.2  0.514    14.5    3.0
FRB 1076   365.7  35    280.7  0.075    18.1    3.0
FRB 1077   822.6  35    737.6  0.332    37.4    2.0
FRB 1078   163.1  35     78.1  0.033    51.1    1.0
FRB 1080   371.7  35    286.7  0.300    17.0    1.0
FRB 1081   577.2  35    492.2  0.563    28.3    2.0
FRB 1082   194.6  35    109.6  0.183    19.2    4.0
FRB 1083   555.1  35    470.1  0.153    37.0    3.0
FRB 1084   313.7  35    228.7  0.290    27.6    2.0
FRB 1085   429.8  35    344.8  0.392    29.1    2.0
FRB 1086   564.7  35    479.7  0.181    18.8    4.0
FRB 1088   377.1  35    292.1  0.165    18.0    2.0
FRB 1089   177.9  35     92.9  0.019    29.2    1.0
FRB 1090   153.0  35     68.0  0.052    19.2    3.0
FRB 1093   236.4  35    151.4  0.035    15.3    3.0
FRB 1094   563.0  35    478.0  0.559    27.4    3.0
FRB 1096   213.9  35    128.9  0.048    69.7    3.0
FRB 1099   959.8  35    874.8  0.101    21.2    4.0
FRB 1100   499.0  35    414.0  0.219    32.6    4.0
FRB 1102   391.0  35    306.0  0.156    66.3    2.0
FRB 1103   287.4  35    202.4  0.258    20.5    2.0
FRB 1105   445.3  35    360.3  0.205    23.7    1.0
FRB 1106   844.1  35    759.1  0.700    33.8    2.0
FRB 1107   222.0  35    137.0  0.060    21.7    1.0
FRB 1108   162.3  35     77.3  0.067    22.9    4.0
FRB 1112  1024.0  35    939.0  0.599    21.0    1.0
FRB 1115   363.2  35    278.2  0.355    49.7    2.0
FRB 1116   227.1  35    142.1  0.025    23.0    4.0
FRB 1120   148.7  35     63.7  0.081    34.4    1.0
FRB 1121   320.0  35    235.0  0.064    25.2    5.0
FRB 1124   425.2  35    340.2  0.061    19.8    3.0
FRB 1128   748.4  35    663.4  0.004    16.3    3.0
FRB 1129   982.3  35    897.3  0.127    15.7    2.0
FRB 1130   369.5  35    284.5  0.253    42.4    3.0
FRB 1131   298.4  35    213.4  0.116    22.5    2.0
FRB 1133   428.8  35    343.8  0.113    30.6    4.0
FRB 1134   170.3  35     85.3  0.051   270.1    1.0
FRB 1136   127.0  35     42.0  0.032    39.9    2.0
FRB 1138   777.9  35    692.9  0.411    47.7    2.0
FRB 1141   281.3  35    196.3  0.211    15.7    2.0
FRB 1142   380.0  35    295.0  0.235    26.8    3.0
FRB 1143   259.0  35    174.0  0.007    96.8    4.0
FRB 1144   373.6  35    288.6  0.317    15.0    1.0
FRB 1148   430.8  35    345.8  0.009   299.7    4.0
FRB 1149   479.8  35    394.8  0.208   129.5    2.0
FRB 1152   570.1  35    485.1  0.208    15.2    2.0
FRB 1153   224.2  35    139.2  0.225    20.5    2.0
FRB 1155   344.6  35    259.6  0.195    42.4    1.0
FRB 1157   355.3  35    270.3  0.345    30.6    5.0
FRB 1162   210.3  35    125.3  0.071    22.4    2.0
FRB 1163   289.1  35    204.1  0.111    15.5    4.0
FRB 1164   530.7  35    445.7  0.375    14.0    2.0
FRB 1166   336.4  35    251.4  0.010    19.2    2.0
FRB 1173   191.3  35    106.3  0.156   105.2    3.0
FRB 1174   511.5  35    426.5  0.105   979.8    3.0
FRB 1175   274.4  35    189.4  0.116    53.4    3.0
FRB 1178   237.4  35    152.4  0.264    14.2    4.0
FRB 1179   581.4  35    496.4  0.496    16.0    2.0
FRB 1180   284.8  35    199.8  0.165    17.6    3.0
FRB 1181   361.3  35    276.3  0.044    28.7    2.0
FRB 1182   115.3  35     30.3  0.035    49.7    2.0
FRB 1184   207.9  35    122.9  0.013    22.1    2.0
FRB 1185   315.7  35    230.7  0.131    21.6    2.0
FRB 1186   307.8  35    222.8  0.090    21.8    5.0
FRB 1187   294.7  35    209.7  0.182    14.7    4.0
FRB 1189   332.4  35    247.4  0.191    40.9    2.0
FRB 1190   297.5  35    212.5  0.170    16.1    4.0
FRB 1191   672.9  35    587.9  0.135    20.4    3.0
FRB 1192   389.2  35    304.2  0.382    14.2    2.0
FRB 1193   191.9  35    106.9  0.015    43.0    3.0
FRB 1194   564.3  35    479.3  0.064    18.1    3.0
FRB 1195   247.1  35    162.1  0.177    58.2    1.0
FRB 1197   296.4  35    211.4  0.184    21.2    4.0
FRB 1199  1487.8  35   1402.8  0.070    75.4    3.0
FRB 1200   237.0  35    152.0  0.213    21.0    4.0
FRB 1202   336.2  35    251.2  0.213    16.3    5.0
FRB 1204   244.4  35    159.4  0.169    44.4    3.0
FRB 1206   378.7  35    293.7  0.211    60.4    3.0
FRB 1208   461.1  35    376.1  0.101    15.2    5.0
FRB 1210   237.8  35    152.8  0.061    68.7    1.0
FRB 1211   637.7  35    552.7  0.420    15.5    3.0
FRB 1212   340.4  35    255.4  0.333    19.4    4.0
FRB 1215   262.0  35    177.0  0.194    97.4    3.0
FRB 1221   792.9  35    707.9  0.136    43.9    3.0
FRB 1222   435.1  35    350.1  0.437    15.1    2.0
FRB 1223   201.4  35    116.4  0.082   234.7    3.0
FRB 1224   839.6  35    754.6  0.553    21.1    2.0
FRB 1230   426.4  35    341.4  0.412    18.8    4.0
FRB 1232   328.0  35    243.0  0.079    23.7    3.0
FRB 1235   360.9  35    275.9  0.118    17.6    3.0
FRB 1241   276.7  35    191.7  0.124    16.9    2.0
FRB 1242   180.1  35     95.1  0.080    71.3    4.0
FRB 1243   151.0  35     66.0  0.062    25.8    3.0
FRB 1244   138.9  35     53.9  0.009    14.6    2.0
FRB 1246   567.0  35    482.0  0.096    27.8    3.0
FRB 1248   888.4  35    803.4  0.186    18.0    2.0
FRB 1249   415.7  35    330.7  0.020    41.9    2.0
FRB 1250   815.1  35    730.1  0.561    39.9    3.0
FRB 1254  1025.2  35    940.2  0.192    14.4    2.0
FRB 1258   414.8  35    329.8  0.214    20.1    1.0
FRB 1259   602.5  35    517.5  0.098    28.6    5.0
FRB 1262   567.2  35    482.2  0.358    27.0    4.0
FRB 1263   331.8  35    246.8  0.123    45.1    4.0
FRB 1264   510.6  35    425.6  0.334    65.5    2.0
FRB 1268   540.5  35    455.5  0.136    15.2    2.0
FRB 1269   524.4  35    439.4  0.192    20.7    2.0
FRB 1272   397.4  35    312.4  0.164    15.8    3.0
FRB 1275   531.2  35    446.2  0.449    25.5    3.0
FRB 1276   257.0  35    172.0  0.177    19.6    3.0
FRB 1278   433.1  35    348.1  0.446    45.7    2.0
FRB 1280   251.6  35    166.6  0.183    20.9    3.0
FRB 1281   225.2  35    140.2  0.123    24.1    3.0
FRB 1282   354.4  35    269.4  0.328    17.9    3.0
FRB 1285   431.1  35    346.1  0.122    33.4    2.0
FRB 1286   672.0  35    587.0  0.366    14.7    3.0
FRB 1288   912.4  35    827.4  0.041    36.5    2.0
FRB 1289   338.5  35    253.5  0.283    17.7    3.0
FRB 1291   975.1  35    890.1  0.195    14.7    3.0
FRB 1292   195.6  35    110.6  0.068    64.3    3.0
FRB 1293   223.0  35    138.0  0.088    16.6    2.0
FRB 1294   152.4  35     67.4  0.016    99.9    2.0
FRB 1295   426.0  35    341.0  0.119    19.3    2.0
FRB 1296   360.9  35    275.9  0.187    19.1    1.0
FRB 1298   444.0  35    359.0  0.120    15.6    2.0
FRB 1299   201.8  35    116.8  0.135    60.7    2.0
FRB 1301   211.7  35    126.7  0.164    19.4    4.0
FRB 1304   355.4  35    270.4  0.089    15.0    3.0
FRB 1305  1824.1  35   1739.1  0.180    59.3    1.0
FRB 1308   480.4  35    395.4  0.403    43.1    2.0
FRB 1309   947.1  35    862.1  0.008    14.9    4.0
FRB 1312   693.1  35    608.1  0.424    29.3    1.0
FRB 1314   159.1  35     74.1  0.027    15.7    2.0
FRB 1315   528.5  35    443.5  0.414    15.6    2.0
FRB 1320   304.7  35    219.7  0.322    32.8    2.0
FRB 1321   278.4  35    193.4  0.237    16.4    1.0
FRB 1324   471.7  35    386.7  0.111    28.6    2.0
FRB 1325   474.0  35    389.0  0.296    31.2    3.0
FRB 1326   313.7  35    228.7  0.142    14.8    2.0
FRB 1333   359.3  35    274.3  0.438    14.4    2.0
FRB 1334   681.1  35    596.1  0.261    20.3    4.0
FRB 1335   168.0  35     83.0  0.038    24.6    3.0
FRB 1336   471.5  35    386.5  0.240    14.3    2.0
FRB 1337   402.8  35    317.8  0.277    14.3    4.0
FRB 1338   393.5  35    308.5  0.370    15.9    3.0
FRB 1339   330.3  35    245.3  0.196    14.1    4.0
FRB 1340   631.8  35    546.8  0.519    21.6    3.0
FRB 1343   140.8  35     55.8  0.045    16.8    3.0
FRB 1344   249.6  35    164.6  0.119    16.9    2.0
FRB 1345   409.1  35    324.1  0.272    25.9    2.0
FRB 1346   585.2  35    500.2  0.184    37.7    2.0
FRB 1347   420.2  35    335.2  0.099    20.4    3.0
FRB 1348   390.8  35    305.8  0.063    17.8    2.0
FRB 1349   300.1  35    215.1  0.001    24.4    3.0
FRB 1350   334.9  35    249.9  0.049    35.4    1.0
FRB 1353   266.6  35    181.6  0.193   122.1    0.0
FRB 1354   543.5  35    458.5  0.393    16.3    2.0
FRB 1356   254.3  35    169.3  0.005    24.2    2.0
FRB 1357   366.7  35    281.7  0.354    25.4    2.0
FRB 1358   302.6  35    217.6  0.063    54.9    1.0
FRB 1361   488.8  35    403.8  0.388    29.3    4.0
FRB 1363   370.8  35    285.8  0.202    14.3    4.0
FRB 1365   502.5  35    417.5  0.242   364.2    2.0
FRB 1366   462.5  35    377.5  0.239    22.4    2.0
FRB 1367   727.6  35    642.6  0.210    56.1    3.0
FRB 1370   329.8  35    244.8  0.029   193.8    1.0
FRB 1371   378.1  35    293.1  0.158    51.3    1.0
FRB 1372   313.1  35    228.1  0.316    23.2    3.0
FRB 1373   767.0  35    682.0  0.217    29.5    4.0
FRB 1374   329.3  35    244.3  0.302    14.2    2.0
FRB 1375   278.1  35    193.1  0.201    17.9    4.0
FRB 1376   283.1  35    198.1  0.170    23.6    1.0
FRB 1377   250.3  35    165.3  0.197    14.2    1.0
FRB 1378   526.5  35    441.5  0.304    23.4    1.0
FRB 1379   308.8  35    223.8  0.134    35.0    3.0
FRB 1380   168.1  35     83.1  0.037    15.5    2.0
FRB 1382   407.8  35    322.8  0.260    30.2    2.0
FRB 1384   293.7  35    208.7  0.318    46.9    2.0
FRB 1386   157.7  35     72.7  0.014    15.2    3.0
FRB 1387   335.9  35    250.9  0.186    19.7    3.0
FRB 1388   421.8  35    336.8  0.378    15.0    2.0
FRB 1390   355.7  35    270.7  0.236    36.7    1.0
FRB 1394   370.8  35    285.8  0.132    28.4    3.0
FRB 1395   751.3  35    666.3  0.496    23.2    2.0
FRB 1396   147.5  35     62.5  0.061    17.4    3.0
FRB 1397   427.9  35    342.9  0.296    61.1    1.0
FRB 1399   229.1  35    144.1  0.096    16.5    2.0
FRB 1400   705.0  35    620.0  0.101    49.1    2.0
FRB 1401   442.6  35    357.6  0.377    14.4    3.0
FRB 1402   310.8  35    225.8  0.161    20.8    4.0
FRB 1403   134.7  35     49.7  0.000   194.5    3.0
FRB 1404   511.9  35    426.9  0.643    22.8    1.0
FRB 1406   412.5  35    327.5  0.273    20.4    2.0
FRB 1409   766.3  35    681.3  0.067    22.4    4.0
FRB 1410   891.3  35    806.3  0.401    26.0    2.0
FRB 1411   470.9  35    385.9  0.078    31.7    3.0
FRB 1412   282.1  35    197.1  0.056    21.3    3.0
FRB 1414   337.7  35    252.7  0.150    27.2    2.0
FRB 1415   271.5  35    186.5  0.194    20.7    3.0
FRB 1417   607.2  35    522.2  0.257    53.2    4.0
FRB 1418   320.9  35    235.9  0.176    29.1    2.0
FRB 1419   810.8  35    725.8  0.136    16.6    5.0
FRB 1420   783.8  35    698.8  0.115    81.1    4.0
FRB 1421   825.9  35    740.9  0.354    16.5    4.0
FRB 1429   376.0  35    291.0  0.243    28.3    2.0
FRB 1430   405.5  35    320.5  0.059    72.0    4.0
FRB 1434   327.2  35    242.2  0.053    15.9    1.0
FRB 1438   207.4  35    122.4  0.049    42.8    4.0
FRB 1440   651.5  35    566.5  0.503    14.4    3.0
FRB 1441   390.6  35    305.6  0.421    16.5    3.0
FRB 1443  1328.4  35   1243.4  0.282    21.2    3.0
FRB 1446   465.9  35    380.9  0.477    24.5    2.0
FRB 1447   618.8  35    533.8  0.448    17.0    4.0
FRB 1451   432.5  35    347.5  0.164    14.6    4.0
FRB 1453   522.5  35    437.5  0.623    14.8    3.0
FRB 1454   427.5  35    342.5  0.069    17.8    2.0
FRB 1455   603.6  35    518.6  0.016    82.3    3.0
FRB 1456   478.8  35    393.8  0.341    17.0    3.0
FRB 1459   180.5  35     95.5  0.174    28.9    1.0
FRB 1463   745.8  35    660.8  0.531    20.0    2.0
FRB 1464   181.2  35     96.2  0.038    41.0    1.0
FRB 1466   170.9  35     85.9  0.127    24.8    3.0
FRB 1468   388.5  35    303.5  0.351    40.6    4.0
FRB 1473   289.0  35    204.0  0.007    41.5    2.0
FRB 1475   260.8  35    175.8  0.092    16.5    2.0
FRB 1477   252.0  35    167.0  0.200    14.0    2.0
FRB 1478   380.2  35    295.2  0.282    14.2    2.0
FRB 1479   379.2  35    294.2  0.238    25.0    2.0
FRB 1483   345.6  35    260.6  0.033    85.0    4.0
FRB 1485   359.9  35    274.9  0.082    18.6    2.0
FRB 1487   440.1  35    355.1  0.234    23.6    2.0
FRB 1488   648.3  35    563.3  0.282    19.3    1.0
FRB 1489   667.8  35    582.8  0.189    15.0    5.0
FRB 1490   478.1  35    393.1  0.453    26.2    2.0
FRB 1491   186.6  35    101.6  0.081    57.9    2.0
FRB 1492   515.3  35    430.3  0.266    18.8    2.0
FRB 1494   268.9  35    183.9  0.211    91.5    2.0
FRB 1502   943.4  35    858.4  0.312    26.9    1.0
FRB 1503   587.1  35    502.1  0.038    22.7    4.0
FRB 1505   536.2  35    451.2  0.114    20.0    0.0
FRB 1506   331.0  35    246.0  0.153    42.7    2.0
FRB 1507   314.9  35    229.9  0.150    23.5    3.0
FRB 1508   172.6  35     87.6  0.083    22.2    4.0
FRB 1509   198.6  35    113.6  0.143    24.5    5.0
FRB 1512   254.0  35    169.0  0.076   356.9    2.0
FRB 1516   193.6  35    108.6  0.173    15.1    5.0
FRB 1517   182.4  35     97.4  0.149    31.3    2.0
FRB 1518   151.9  35     66.9  0.065    17.7    5.0
FRB 1519   358.2  35    273.2  0.365    42.5    2.0
FRB 1520   440.0  35    355.0  0.114    26.5    3.0
FRB 1524   435.3  35    350.3  0.302    16.0    2.0
FRB 1525   290.7  35    205.7  0.303    18.0    2.0
FRB 1531   383.9  35    298.9  0.184    16.9    2.0
FRB 1532   117.6  35     32.6  0.026    31.2    1.0
FRB 1533  1216.4  35   1131.4  0.165    15.5    2.0
FRB 1536   199.0  35    114.0  0.165    22.7    1.0
FRB 1538   161.6  35     76.6  0.036    28.8    2.0
FRB 1540   197.8  35    112.8  0.105    21.0    2.0
FRB 1544   393.0  35    308.0  0.314    35.9    1.0
FRB 1546   411.5  35    326.5  0.233    20.9    3.0
FRB 1548   427.6  35    342.6  0.051    16.8    4.0
FRB 1553   187.4  35    102.4  0.029    26.3    2.0
FRB 1554   373.0  35    288.0  0.061    49.3    2.0
FRB 1555   356.7  35    271.7  0.029    61.8    2.0
FRB 1558   430.4  35    345.4  0.131    25.4    3.0
FRB 1559   223.8  35    138.8  0.106    15.3    2.0
FRB 1563   476.6  35    391.6  0.188    25.5    2.0
FRB 1565   141.3  35     56.3  0.033   152.0    3.0
FRB 1569   596.9  35    511.9  0.635    18.3    2.0
FRB 1570   524.7  35    439.7  0.130    14.4    1.0
FRB 1572   531.5  35    446.5  0.305    18.5    2.0
FRB 1574   261.0  35    176.0  0.088    16.7    1.0
FRB 1575  1065.2  35    980.2  0.168    96.4    1.0
FRB 1577   821.8  35    736.8  0.207    22.4    3.0
FRB 1578   530.0  35    445.0  0.375    14.6    2.0
FRB 1579   523.4  35    438.4  0.208    25.8    2.0
FRB 1581   119.4  35     34.4  0.040    16.1    3.0
FRB 1583   732.2  35    647.2  0.260    30.1    3.0
FRB 1584   174.9  35     89.9  0.153    15.7    4.0
FRB 1585   548.6  35    463.6  0.604    65.0    2.0
FRB 1587   290.6  35    205.6  0.120    40.9    3.0
FRB 1588   370.8  35    285.8  0.276    30.9    3.0
FRB 1589   372.6  35    287.6  0.025    21.9    3.0
FRB 1590   337.0  35    252.0  0.269    60.0    4.0
FRB 1591   561.5  35    476.5  0.025    17.2    4.0
FRB 1594   513.3  35    428.3  0.390    17.0    2.0
FRB 1595   735.2  35    650.2  0.114    22.6    3.0
FRB 1600   246.1  35    161.1  0.184    26.5    2.0
FRB 1601   588.6  35    503.6  0.390    27.5    2.0
FRB 1605   529.9  35    444.9  0.354    20.6    4.0
FRB 1607   319.1  35    234.1  0.224    15.8    4.0
FRB 1608   303.3  35    218.3  0.107   120.1    3.0
FRB 1609   342.3  35    257.3  0.096   111.7    3.0
FRB 1611  1848.2  35   1763.2  0.084    36.0    2.0
FRB 1612   673.4  35    588.4  0.174    17.4    2.0
FRB 1613   196.3  35    111.3  0.087    25.2    2.0
FRB 1615   326.9  35    241.9  0.203    31.2    1.0
FRB 1616   329.0  35    244.0  0.064    94.0    4.0
FRB 1617   527.2  35    442.2  0.188    14.8    1.0
FRB 1619   582.4  35    497.4  0.374    16.5    4.0
FRB 1621   264.3  35    179.3  0.047    14.9    4.0
FRB 1622   417.7  35    332.7  0.258    25.0    1.0
FRB 1624   455.8  35    370.8  0.276    15.1    3.0
